position,idleness,deallocated,lessThan10,moreThan10,preferences,professors
1,0.01366742596810934,0.0,0.0,NaN,0.0,0.9586206896551724
2,0.018223234624145785,0.0,0.0,NaN,0.0,0.4482758620689655
3,0.022779043280182234,0.0,0.0,NaN,0.0,0.9241379310344827
4,0.02050113895216401,0.0,0.0,NaN,0.0,0.9103448275862069
5,0.02050113895216401,0.0,0.0,NaN,0.0,0.7034482758620689
6,0.05922551252847381,0.0,0.0,NaN,0.0,0.6068965517241379
7,0.025056947608200455,0.0,0.0,NaN,0.0,1.0
8,0.11389521640091116,0.0,0.0,NaN,0.0,0.496551724137931
9,1.0,0.0,0.0,NaN,0.0,0.0
10,0.5945330296127562,0.0,0.25,NaN,0.0,0.18620689655172415
11,0.03644646924829157,0.0,0.0,NaN,0.0,0.9793103448275862
12,0.025056947608200455,0.0,0.0,NaN,0.0,0.9310344827586207
13,0.02733485193621868,0.0,0.0,NaN,0.2,0.4689655172413793
14,0.03416856492027335,0.0,0.0,NaN,0.0,0.5172413793103449
15,0.04100227790432802,0.0,0.0,NaN,0.4,0.43448275862068964
16,0.04328018223234624,0.0,0.25,NaN,0.8,0.3931034482758621
17,0.029612756264236904,0.0,0.0,NaN,0.0,0.7862068965517242
18,0.03644646924829157,0.0,0.0,NaN,0.0,0.9586206896551724
19,0.011389521640091117,0.0,0.0,NaN,0.0,0.9241379310344827
20,0.01366742596810934,0.0,0.0,NaN,0.0,0.45517241379310347
21,0.05011389521640091,0.0,0.0,NaN,0.0,0.8482758620689655
22,0.07061503416856492,0.0,0.0,NaN,0.0,0.47586206896551725
23,0.025056947608200455,0.0,0.0,NaN,0.0,0.4482758620689655
24,0.8382687927107062,0.0,0.0,NaN,0.0,0.05517241379310345
25,0.00683371298405467,0.0,0.0,NaN,0.2,0.6137931034482759
26,0.022779043280182234,0.0,0.25,NaN,0.0,0.5793103448275863
27,0.01366742596810934,0.0,0.0,NaN,0.6,0.4827586206896552
28,0.14123006833712984,0.0,0.0,NaN,0.0,0.2896551724137931
29,0.011389521640091117,0.0,0.0,NaN,0.0,0.8413793103448276
30,0.022779043280182234,0.0,0.0,NaN,0.0,0.47586206896551725
31,0.02050113895216401,0.0,0.0,NaN,0.0,0.8896551724137931
32,0.022779043280182234,0.0,0.0,NaN,0.0,0.6206896551724138
33,0.029612756264236904,0.0,0.0,NaN,0.0,0.6275862068965518
34,0.00683371298405467,0.0,0.0,NaN,0.0,0.9310344827586207
35,0.05011389521640091,0.0,0.0,NaN,0.0,0.5310344827586206
36,0.10250569476082004,0.0,0.0,NaN,0.0,0.32413793103448274
37,0.022779043280182234,0.0,0.0,NaN,0.0,0.4413793103448276
38,0.8883826879271071,0.6666666666666666,0.0,NaN,0.0,0.027586206896551724
39,0.025056947608200455,0.0,0.0,NaN,0.4,0.5517241379310345
40,0.00683371298405467,0.0,0.0,NaN,0.0,0.9379310344827586
41,0.04100227790432802,0.0,0.0,NaN,0.0,0.9241379310344827
42,0.009111617312072893,0.0,0.0,NaN,0.0,0.8758620689655172
43,0.018223234624145785,0.0,0.0,NaN,0.0,0.8
44,0.018223234624145785,0.0,0.0,NaN,0.0,0.9172413793103448
45,0.7813211845102506,1.0,0.0,NaN,0.0,0.034482758620689655
46,0.029612756264236904,0.0,0.0,NaN,0.0,0.903448275862069
47,0.029612756264236904,0.0,0.0,NaN,0.4,0.4206896551724138
48,0.011389521640091117,0.0,0.0,NaN,0.0,0.9379310344827586
49,0.009111617312072893,0.0,0.0,NaN,0.0,0.42758620689655175
50,0.015945330296127564,0.0,0.0,NaN,0.0,0.43448275862068964
51,0.018223234624145785,0.0,0.0,NaN,0.0,0.43448275862068964
52,0.03416856492027335,0.0,0.0,NaN,0.0,0.9172413793103448
53,0.022779043280182234,0.0,0.0,NaN,0.0,0.8689655172413793
54,0.0774487471526196,0.0,0.0,NaN,0.0,0.5586206896551724
55,0.018223234624145785,0.0,0.0,NaN,0.0,0.8344827586206897
56,0.02050113895216401,0.0,0.0,NaN,0.0,0.4206896551724138
57,0.00683371298405467,0.0,0.0,NaN,0.0,0.5517241379310345
58,0.022779043280182234,0.0,0.0,NaN,0.0,0.903448275862069
59,0.018223234624145785,0.0,0.0,NaN,0.0,0.9103448275862069
60,0.04555808656036447,0.0,0.0,NaN,0.0,0.36551724137931035
61,0.01366742596810934,0.0,0.0,NaN,0.0,0.6689655172413793
62,0.03416856492027335,0.0,0.0,NaN,0.0,0.4068965517241379
63,0.018223234624145785,0.0,0.0,NaN,0.0,0.9172413793103448
64,0.03644646924829157,0.0,0.0,NaN,0.0,0.5517241379310345
65,0.3621867881548975,0.0,0.0,NaN,0.0,0.20689655172413793
66,0.029612756264236904,0.0,0.0,NaN,0.0,0.4482758620689655
67,0.03644646924829157,0.0,0.0,NaN,0.0,0.8551724137931035
68,0.018223234624145785,0.0,0.0,NaN,0.0,0.9586206896551724
69,0.018223234624145785,0.0,0.0,NaN,0.0,0.9655172413793104
70,0.04100227790432802,0.0,0.0,NaN,0.0,0.6
71,0.03189066059225513,0.0,0.0,NaN,0.0,0.8275862068965517
72,0.03644646924829157,0.0,0.0,NaN,0.0,0.9379310344827586
73,0.09339407744874716,0.0,0.0,NaN,0.4,0.3586206896551724
74,0.018223234624145785,0.0,0.0,NaN,0.0,0.6620689655172414
75,0.004555808656036446,0.0,0.0,NaN,0.0,0.45517241379310347
76,0.018223234624145785,0.0,0.0,NaN,0.0,0.7655172413793103
77,0.015945330296127564,0.0,0.0,NaN,0.0,0.4896551724137931
78,0.025056947608200455,0.0,0.0,NaN,0.0,0.6827586206896552
79,0.025056947608200455,0.0,0.0,NaN,0.0,0.8896551724137931
80,0.8291571753986332,0.0,0.0,NaN,0.0,0.020689655172413793
81,0.00683371298405467,0.0,0.0,NaN,0.0,0.896551724137931
82,0.00683371298405467,0.0,0.0,NaN,0.0,0.5793103448275863
83,0.03416856492027335,0.0,0.0,NaN,0.0,0.903448275862069
84,0.015945330296127564,0.0,0.0,NaN,0.0,0.9172413793103448
85,0.02050113895216401,0.0,0.0,NaN,0.0,0.4413793103448276
86,0.5558086560364465,0.0,0.25,NaN,0.0,0.11724137931034483
87,0.04328018223234624,0.0,0.0,NaN,0.0,0.896551724137931
88,0.025056947608200455,0.0,0.0,NaN,0.0,0.8344827586206897
89,0.05922551252847381,0.0,0.0,NaN,0.0,0.3448275862068966
90,0.015945330296127564,0.0,0.0,NaN,0.0,0.42758620689655175
91,0.025056947608200455,0.0,0.0,NaN,0.0,0.4689655172413793
92,0.029612756264236904,0.0,0.0,NaN,0.0,0.9103448275862069
93,0.04783599088838269,0.0,0.0,NaN,0.0,0.503448275862069
94,0.02050113895216401,0.0,0.0,NaN,0.0,0.38620689655172413
95,0.011389521640091117,0.0,0.0,NaN,0.0,0.6275862068965518
96,0.03189066059225513,0.0,0.0,NaN,0.0,0.7655172413793103
97,0.002277904328018223,0.0,0.0,NaN,0.0,0.7241379310344828
98,0.02050113895216401,0.0,0.0,NaN,0.0,0.42758620689655175
99,0.37585421412300685,0.0,0.0,NaN,1.0,0.1724137931034483
100,0.02050113895216401,0.0,0.0,NaN,0.2,0.5103448275862069
101,0.2528473804100228,0.0,0.25,NaN,0.0,0.30344827586206896
102,0.05239179954441914,0.0,0.0,NaN,0.0,0.36551724137931035
103,0.0387243735763098,0.0,0.0,NaN,0.0,0.6068965517241379
104,0.04328018223234624,0.0,0.0,NaN,0.0,0.47586206896551725
105,0.01366742596810934,0.0,0.0,NaN,0.4,0.5172413793103449
106,0.011389521640091117,0.0,0.0,NaN,0.0,0.9310344827586207
107,0.022779043280182234,0.0,0.25,NaN,0.0,0.3586206896551724
108,0.02050113895216401,0.0,0.0,NaN,0.0,0.38620689655172413
109,0.011389521640091117,0.0,0.0,NaN,0.0,0.9241379310344827
110,0.029612756264236904,0.0,0.0,NaN,0.0,0.903448275862069
111,0.022779043280182234,0.0,0.0,NaN,0.0,0.4482758620689655
112,0.011389521640091117,0.0,0.0,NaN,0.0,0.7862068965517242
113,0.03416856492027335,0.0,0.0,NaN,0.0,0.903448275862069
114,0.002277904328018223,0.0,0.0,NaN,0.0,0.9103448275862069
115,0.6674259681093394,0.0,0.0,NaN,0.0,0.07586206896551724
116,0.03416856492027335,0.0,0.0,NaN,0.0,0.4206896551724138
117,0.11389521640091116,0.0,0.25,NaN,0.0,0.31724137931034485
118,0.0387243735763098,0.0,0.0,NaN,0.0,0.4206896551724138
119,0.018223234624145785,0.0,0.0,NaN,0.0,0.46206896551724136
120,0.022779043280182234,0.0,0.0,NaN,0.0,0.8206896551724138
121,0.16173120728929385,0.0,1.0,NaN,0.0,0.27586206896551724
122,0.022779043280182234,0.0,0.0,NaN,0.0,0.4482758620689655
123,0.03189066059225513,0.0,0.0,NaN,0.0,0.7862068965517242
124,0.03189066059225513,0.0,0.0,NaN,0.0,0.46206896551724136
125,0.05922551252847381,0.0,0.0,NaN,0.0,0.31724137931034485
126,0.029612756264236904,0.0,0.0,NaN,0.0,0.6482758620689655
127,0.009111617312072893,0.0,0.0,NaN,0.0,0.42758620689655175
128,0.05694760820045558,0.0,0.0,NaN,0.0,0.5793103448275863
129,0.03416856492027335,0.0,0.0,NaN,0.0,0.8344827586206897
130,0.4396355353075171,0.0,0.25,NaN,0.0,0.14482758620689656
131,0.018223234624145785,0.0,0.0,NaN,0.0,0.7103448275862069
132,0.025056947608200455,0.0,0.0,NaN,0.0,0.46206896551724136
133,0.015945330296127564,0.0,0.0,NaN,0.0,0.9172413793103448
134,0.05011389521640091,0.0,0.0,NaN,0.0,0.5586206896551724
135,0.46924829157175396,0.0,0.0,NaN,0.0,0.1793103448275862
136,0.04328018223234624,0.0,0.0,NaN,0.0,0.4206896551724138
137,0.022779043280182234,0.0,0.0,NaN,0.0,0.8896551724137931
138,0.02050113895216401,0.0,0.5,NaN,0.2,0.47586206896551725
139,0.009111617312072893,0.0,0.25,NaN,0.0,0.4689655172413793
140,0.029612756264236904,0.0,0.0,NaN,0.0,0.9448275862068966
141,0.24145785876993167,0.0,0.0,NaN,0.0,0.35172413793103446
142,0.03189066059225513,0.0,0.0,NaN,0.0,0.5586206896551724
143,0.03416856492027335,0.0,0.0,NaN,0.0,0.9793103448275862
144,0.009111617312072893,0.0,0.0,NaN,0.0,0.6758620689655173
145,0.03189066059225513,0.0,0.0,NaN,0.6,0.503448275862069
146,0.022779043280182234,0.0,0.0,NaN,0.0,0.9172413793103448
147,0.11617312072892938,0.0,0.0,NaN,0.0,0.35172413793103446
148,0.0,0.0,0.0,NaN,0.4,0.4206896551724138
149,0.05694760820045558,0.0,0.0,NaN,0.0,0.4068965517241379
150,0.018223234624145785,0.0,0.0,NaN,0.0,0.43448275862068964
